#OTU ID	st1_1	st1_2	st1_3	st1_4	st1_5	st1_6	st1_7	st2_1	st2_2	st2_3	st2_4	st2_5	st2_6	st2_7	st4_1	st4_2	st4_3	st4_4	st4_5	st4_6	st4_7	st5_1	st5_2	st5_3	st5_4	st5_5	st5_6	st5_7	ERR2094394	ERR2094401	ERR2094406	ERR2094408	ERR2094412	ERR2094415	ERR2094418	ERR2094423	ERR2094425	ERR2094426	ERR2094432	ERR2094436	ERR2094438	ERR2094439	ERR2094440	ERR2094441	ERR2094442	ERR2094443	ERR2094445	ERR2094446	ERR2094447	ERR2094452	ERR2094456	ERR2094458	ERR2094459	ERR2094460	ERR2094461	ERR2094462	SRR5311956	SRR5311957	SRR5311958	SRR5311959	SRR5311961	SRR5311962	SRR5311965	SRR5311968	SRR5311970	SRR5311971	SRR5311972	SRR5311977	SRR5311978	SRR5311982	SRR5311984	SRR5311986	SRR5311988	SRR5311990	SRR5311991	SRR5311992	SRR5312001	SRR5312005	SRR5312007	SRR5312008	SRR5312009	SRR5312010	SRR5312011	SRR5312013	SRR5312014	SRR5312015	SRR5312019	SRR5312021	SRR5312023	SRR5312024	SRR5312027	SRR5312029	SRR5312034
d__Bacteria;p__Dependentiae;c__Babeliae	0.000579614	0.000442625	0.000733407	0.000906558	0.000829105	0.001194664	0.000644839	0.002828428	0.000959144	0.001628711	0.000949168	9.96E-05	5.43E-05	0	0.000401631	0.000998655	0.000692161	0.000188661	5.32E-05	0	4.11E-05	0.000833792	0.000629681	0.00040793	0.000119963	0	4.01E-05	3.86E-05	0.002314665	0.00338222	0.005149051	0.001597963	0.001954773	0.001148583	0.001832374	0.001359403	0.00122537	0.002434986	0.002601996	0.001133349	0.002088414	0.000210088	0.001166003	0.005880492	0.001555789	0.002969678	0.00047351	0.001787736	0.001237575	0.001501556	0.000424376	0.001390122	0.00054412	0.000520291	0.000775446	5.74E-05	0.000839576	0.000236183	0.000702236	0.000492803	0.000784991	0.000292081	0.000691519	0.000788485	0.000215209	0.000226987	0.000857045	0.000184048	6.35E-05	0.001594028	0.000186444	0.000705581	0.000900926	0.001045578	0.000228363	0.000412643	0.000221401	0.000858958	0.001240952	0.000218103	0.001141926	0.000629741	0.000684072	0.000538761	0.000545625	0.001228112	0.000459746	0.000944019	0.000102708	0	0.000155632	0.000667254	0.000144553
d__Bacteria;p__Firmicutes;c__Clostridia	0.046755541	0.317820389	0.004456856	0.00130651	0.004195271	0.002216765	0.001526557	0.000603015	0.000959144	0.000467369	0.000116821	2.85E-05	9.50E-05	0.000175833	0.000262605	0.013135082	0.000705472	0.00017294	5.32E-05	0.000149178	0.000150557	0.00342956	0.003295776	0.002023334	0.000586487	0.000486725	0.003423101	0.018646729	0.000194691	0.000174942	0	0.000189589	4.12E-05	0	0.000142782	0.000404929	0.000269581	0.000292198	0.000101048	4.82E-05	0.000423525	0	0.000861829	0.00010548	0.000109563	0.003620923	0	0	0	0.000201428	0.000254626	0.000586196	0.000264287	0	0	0	0.000279859	0.000419881	5.65E-05	0	0.000915823	0.000446712	0	0	0.000169093	0	0	0.000552144	0.000148233	0.000119552	0.000169494	0.00035279	0.000110317	0	0.000323514	0	0.000323586	0.000386198	0.00045692	7.27E-05	0.000174562	0.000234322	0.000136814	0.000295212	0.00036375	3.84E-05	0.000546491	0.000125312	0.000353772	0.001218349	0.000511361	0	0.000289106
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia	0.000441611	0.000521665	0.001015486	0.001853111	0.002105926	0.002269861	0.000855398	5.74E-05	3.37E-05	0.000906413	0.000408873	0.000426761	0.00040726	0.000422	0.001405709	0.000984784	2.66E-05	0.00070748	0.000518941	0.004102396	0.004119789	0.000267443	0.000361731	0.004470915	0.0014129	0.000675135	0.001069719	0.001196788	0	0	0	0	0.000185189	0.000146628	0	0.000260311	4.90E-05	0.000560047	0	0.000458163	4.38E-05	0.000935847	0	0.000659248	0	0	0	0	0	0	0	0	0.00054412	0	0	0.000229799	0	0	0	0	0.000392495	0.000670069	0.005557761	0	0	0.000139684	0	6.69E-05	0.000169409	5.31E-05	0.000457635	0.000438315	0	0	0.000818299	0	0.003065552	0	3.12E-05	0.00087241	2.18E-05	0.001464515	4.83E-05	0.000177127	0.00085741	0	0.000373002	0	0.000194004	0.000609175	8.89E-05	0	0
d__Archaea;p__Halobacterota;c__Methanomicrobia	0.000248406	0.000458433	0.000775719	0.001013212	0.000928597	0.000106192	7.90E-05	0.000387653	0	0.004206322	0.001796119	0.002546339	0.002660766	0.002127585	0.017162012	0.006477385	0.000133108	0.004197717	0.00464386	0.003654862	0.002915332	0.014552033	0.03025147	0.026531778	0.016554923	0.004710242	0.005134651	0.002625212	0	0	0	0	0	0	0	0	0	0.000340898	0	0	0.000160647	0	0	0.002821581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000682307	7.26E-05	0	0	0.000326444	0.003329534	0	0	0	0	0	0	0.000996267	0.001084764	0.009461193	9.19E-05	0	0.002854533	0.000137548	0.00544987	0.000546004	0.000197306	0.001308615	0	0.002240708	0	2.21E-05	0.002182498	0	0.000251559	0	0	0	0	0	0
d__Bacteria;p__Myxococcota;c__Polyangia	0.001669841	0.0021657	0.003201602	0.0013865	0.000829105	0.000305303	0.000447439	0.009160086	0.00456014	0.002322683	0.003139557	0.000170704	0.000312233	0.000123083	0.001065868	0.000776731	0.006083033	0.000770368	0.00017298	0.00026852	0.000383236	0.011185401	0.001312951	0.001631721	0.000426536	0.000109906	0.000454631	0.000115818	0.013433708	0.004985859	0.004607046	0.002898001	0.015308957	0.021334311	0.015325306	0.00650778	0.002205666	0.00521087	0.003385121	0.025874126	0.003008485	0.002062683	0.008592938	0.00624967	0.008918398	0.012451808	0.012284948	0.004230976	0.003869878	0.007123238	0.007186103	0.005878708	0.011644176	0.018526897	0.002926683	0.000833022	0.012055455	0.007479137	0.005512955	0.010718466	0.016667975	0.012937477	0.00312464	0.005905248	0.022812169	0.015749406	0.01119872	0.022303278	0.013785655	0.022980566	0.014610417	0.005430832	0.010535315	0.012237685	0.003254168	0.00935325	0.003099613	0.009295388	0.006100917	0.001429783	0.009491806	0.002518965	0.02231683	0.013011454	0.005235398	0.015735188	0.007581475	0.009615626	0.014915494	0.014620193	0.010738583	0.009021272	0.015702076
d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria	0.00368469	0.003651654	0.006318581	0.001399832	0.001127583	0.000185837	0.000328999	0.003374013	0.003516861	0.000382393	0.001036784	1.42E-05	1.36E-05	0	4.63E-05	2.77E-05	0.000865202	0	0	0.00026852	9.58E-05	1.57E-05	0	3.26E-05	1.33E-05	0	1.34E-05	5.15E-05	0.004326476	0.004256932	0.003523035	0.011510752	0.006461038	0.024633431	0.002308315	0.005032684	0.003651603	0.006671861	0.000530504	0.020641428	0.00197158	0.001527913	0.00747763	0.004087337	0.001972127	0.035010941	0.005682117	0.000417138	0.000275017	0.008423366	0.015843377	0.004237359	0.026304334	0.000972719	0	0.008531296	0	0	0.000427799	0.001108807	0.002799801	0.001786849	0.0002177	0.00085559	0.003120532	0.002392094	0.000999886	0.010524202	0.013828008	0.005393127	0.000457635	4.28E-05	0.004477049	0.002488771	0.001027632	0.003548733	0.001294344	0.0013184	0.000934609	0.000533139	0.001360129	0.001127676	0.002985771	0.002893074	0.001169196	0.001880547	0.001431285	0.00058479	0.017346252	0.010382456	0.010649651	0.007313102	0.013172398
d__Bacteria;p__Latescibacterota;c__	0.008059397	0.011492436	0.018715974	0.010585396	0.009501542	0.000862813	0.000973838	1.44E-05	0	8.50E-05	0	2.85E-05	6.79E-05	8.79E-05	0	0	0	0	0	0.000641466	0.00027374	0	0	0	2.67E-05	0	2.67E-05	7.72E-05	0	0	0	0	0	0	0	0	0	7.30E-05	0	0.000482276	0	0	0	0	0	0	0	0	0	0	0	0	0.000606306	0	0	0.000172349	0	0	0	0	0	0	0	0	0	0	0	0	0.000317642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308124	0.000609175	0	0	5.42E-05
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria	0.000317408	0.000221312	0.000676991	0.003119626	0.002653136	0.000769894	0.000947518	0.044393396	0.043514841	0.360398255	0.363385465	0.134927522	0.055373797	0.034516106	0.213528794	0.139964215	0.01476167	0.11778763	0.059412133	0.055180953	0.044003723	0.022465193	0.070738602	0.1209105	0.048465137	0.0506822	0.079413259	0.099526432	0.046487983	0.088345919	0.088915989	0.095634039	0.016934505	0.039784946	0.059587835	0.198241453	0.131114597	0.149045486	0.134419603	0.018157704	0.079710251	0.061288413	0.069833464	0.081113865	0.016061881	0.053376055	0.013495028	0.051943666	0.047047499	0.062882256	0.079867595	0.016865694	0.066926808	0.010926119	0.057933312	0.100508431	0.000107638	0.000656065	8.07E-05	0	0	0.000292081	0.000640295	0	0	0.000261908	0.001314136	0.000217511	0.000889397	0.01267252	0.000932219	0.005355997	0.002390211	0.005905309	0.012559945	0.002228274	0.003116644	0.003216098	0.002294983	0.007875924	0.0053896	0.017164114	0.004539016	0.004007498	0.006469549	0.002475414	0.00358255	0.002172079	0.002008513	0.003151817	0.008448575	0.004670777	0.005041288
d__Bacteria;p__Planctomycetota;c__Phycisphaerae	0.00329828	0.002924485	0.004456856	0.014038315	0.019351308	0.017004049	0.013344212	0.003359655	0.001783671	0.005509291	0.001299631	0.000384085	0.002891547	0.002373752	0.000926841	0.003245627	0.001930065	0.00694903	0.001210863	0.004221738	0.010278941	0.005553371	0.001460323	0.002969732	0.005211735	0.004207816	0.002674297	0.003577495	0.015705107	0.005452372	0.013658537	0.008883592	0.010699809	0.016593353	0.004521441	0.001793255	0.015635722	0.007183208	0.004269294	0.040149506	0.016371416	0.02496228	0.014803174	0.007067138	0.035739329	0.011175367	0.015126006	0.011342193	0.00310376	0.011096869	0.013693204	0.024754216	0.019541695	0.034293987	0.011631688	0.017120041	0.027533798	0.015246943	0.07086932	0.087102934	0.008216239	0.025325155	0.017044654	0.063414307	0.051173658	0.064569074	0.063135642	0.065353791	0.058403744	0.021891314	0.007627248	0.007707932	0.038611103	0.03797953	0.001979143	0.085692278	0.010354752	0.03375238	0.026283269	0.017205865	0.035203328	0.011276764	0.039981973	0.045573301	0.010613698	0.058968578	0.03135816	0.076014403	0.044929074	0.021188685	0.050847081	0.057971014	0.027121768
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia	0.000234606	0.000363585	0.000296183	8.00E-05	0.000132657	2.65E-05	0	0.0028715	0.001177896	0.000807274	0.001737708	9.96E-05	9.50E-05	0	0.000139026	0.000624159	0.000772026	9.43E-05	3.99E-05	4.48E-05	6.84E-05	0.002218202	0.000133975	0.000326344	1.33E-05	1.57E-05	8.02E-05	0	0.002466091	0.000787241	0.002574526	0.001137533	0.005267598	0.003054741	0.000594926	0.001388326	0.000980296	0.001485341	0.001338891	0.004846877	0.00353424	0.004354552	0.000887176	0.002663362	0.004886493	0.003933521	0.003472405	0.000715094	0.000491101	0.001812855	0.00130142	0.002746747	0.003264722	0.006039904	0.000375216	0.000287249	0.003379833	0.00010497	0.000532731	0.003059485	0	0.000601344	0.001575126	0.001023353	0.001291255	0.001239698	0.001171295	0.002426088	0.00179997	0.002218355	0.003118697	0.000299337	0.001167526	0.002223695	0.000266423	0.000302605	0.000970758	0.001877722	0.001879602	0.001017812	0.003971285	0.000629741	0.004056142	0.002096003	0.00110424	0.002504198	0.000884795	0.004085179	0.001837333	0.00140375	0.000355729	0.003629861	0.003722241
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes	0.000179404	7.90E-05	0.00021156	0.000866563	0.001160747	0.000225659	0.00022372	0.0011486	0.00121155	0.000325742	0.000584104	1.42E-05	0.000298657	5.28E-05	0	0	0.000226283	4.72E-05	6.65E-05	0.000179014	0.000177931	7.87E-05	0	0.000146855	8.00E-05	6.28E-05	0.000213944	0.00048901	0.003374651	0.001661953	0.00200542	0.002247982	0.00483549	0.006378299	0.000642521	0.001301556	0.002352711	0.002459336	0.000227359	0.011068242	0.000949279	0.002406463	0.001749005	0.001344866	0.002235078	0.006851099	0.003077813	0.001410325	0.00082505	0.001629738	0.001669213	0.002629507	0.005099185	0.00248835	0.001650949	0.002384167	0	0	8.88E-05	0.000410669	0.002433472	0.001116781	0	0.001342102	0.003689299	0.003090515	0.00217118	0.007077484	0.006479893	0.00249731	0.000627129	6.41E-05	0.001691534	0.002164789	0.000418665	0.000852796	0.000323586	0.001751209	0.001433066	0.000581607	0.002356586	0.00054187	0.003669843	0.002391215	0.001052276	0.003655553	0.001101656	0.000593145	0.005934244	0.003681534	0.000889324	0	0.006613302
d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia	2.76E-05	1.58E-05	7.05E-05	4.00E-05	4.97E-05	5.31E-05	6.58E-05	0.00074659	0.000235579	0.001302969	0.001416451	0.000156479	9.50E-05	5.28E-05	0.000200816	0.000249664	0.00015973	0.000235827	6.65E-05	0.000179014	0.000328488	0.000645009	0.000227757	0.000440565	0.000133292	7.85E-05	0.000106972	0.000167293	0.001189781	0.000204099	0.000162602	0.000514598	0.000308648	0.000488759	0.000261768	0.001359403	0.000857759	0.000486997	0.00095996	0.000554618	0.000335899	0.002482859	0.000557654	0.002135963	0.000460163	0.000208398	0.00013153	0.000595912	0.000432169	0	0.000339501	0	0.000248741	0.000610777	0	0.000315974	0.001291656	0.001574555	0.001719267	0.001314141	0.002616637	0.001288593	0.001869662	0.001660851	0.003597067	0.003317502	0.002771112	0.001857212	0.003726997	0.006203425	0.002389871	0.001101133	0.002408597	0.003666888	0.001084723	0.001375478	0.001396529	0.002350481	0.002004216	0.000290803	0.002334766	0.001171612	0.003927376	0.003579441	0.001078258	0.002724874	0.002446197	0.002631557	0.002430758	0.00217184	0.000622527	0.00176155	0.002782646
d__Bacteria;p__Firmicutes;c__Bacilli	0.175871491	0.063643118	0.093904262	0.053486915	0.010546214	0.001898188	0.00948834	0.001134243	0.000992798	0.000169952	8.76E-05	0.000142254	0.000162904	5.28E-05	0.000401631	0.000513197	0.00033277	9.43E-05	0.000119756	2.98E-05	2.74E-05	0.000550617	0.000750258	0.000326344	0.000199939	7.85E-05	5.35E-05	6.43E-05	0.000995089	0.000845555	0.00097561	0.000568767	0.000864215	0.000244379	0.000880491	0.001243709	0.001543966	0.002045388	0.000858911	0.000217024	0.001168344	0.000553868	0	0.000448289	0.000679288	0.000364697	0.000341979	0.000874004	0.000903626	0.000457792	0.00016975	0.00097141	0.000310926	0.000520291	0.000300173	0.000201074	4.31E-05	0	5.65E-05	0	0	0	0	0.000150986	0.000507279	0	0.000514227	0.000652534	0	0.000106269	3.39E-05	3.21E-05	0.000101124	0	0.000323514	0	0.000221401	0.002010893	0.001661526	0.000193869	0.000814622	0.000190387	0.000740407	0.000199268	0.000415714	0.000479731	0.000147466	0.000292395	0.000661896	0.000370802	0.000533594	0.000453733	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae	0.071430543	0.10553439	0.111491918	0.063885667	0.059264418	0.045091923	0.056680002	0.000445083	0.000387023	0.00067981	0.00045268	7.11E-05	0.002090602	0.001846251	0.00023171	0.000443846	0.000519121	0.000393045	0.000252818	0.002953725	0.004325094	0.002045151	0.001326349	0.002969732	0.001332925	0.000361119	0.000668574	0.000810727	0	0.000145785	0	0	6.17E-05	0.00459433	0.000237971	0.000404929	0.000147044	0.003555079	0	0.004002894	5.84E-05	3.82E-05	0.001267395	0.00010548	0	0.003725122	0.000552428	0	0	0.002398828	0.007497312	0	0.030781668	0	0	0.002470342	0.001227073	0.001338372	7.26E-05	0.000574937	0.001988644	0.003298799	0.014701174	0	0.000430418	0.000261908	0.000399954	0.000150585	0.00027529	0.00711999	0.003169545	0.004468677	0.000992857	0.000235623	0.003197077	0.001925669	0.014101538	7.99E-05	0.000192114	0.001454017	0.000356397	0.000527225	0.000329964	0.000184507	0.000337768	7.68E-05	0.000294932	0	0.000262476	0.000397288	0.000244564	0	0.00021683
d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia	0.000524413	0.000679745	0.000550055	0.001319842	0.001674792	0.001327404	0.002526715	2.87E-05	0	0.000764786	0.00073013	0.000142254	0.000108603	0.000633	0.000216263	0.000152572	0	0.000204383	0.000412492	0.00617597	0.00525581	3.15E-05	5.36E-05	0.000244758	0.00053317	0.000423922	0.001002861	0.001415556	0	0	0.000406504	0	0	0	0	0.000231388	0	0	0.000227359	0	0	0	0	0	0	0	0	5.96E-05	0	0	8.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	0	0	5.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Patescibacteria;c__Gracilibacteria	0.000510612	0.00088525	0.000423119	0.000293298	0.000149239	9.29E-05	9.21E-05	0	0	2.83E-05	2.92E-05	0	0	0	0	0	1.33E-05	0	0	8.95E-05	8.21E-05	6.29E-05	0	3.26E-05	0	0	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	9.33E-05	0	0	0	0	0	4.04E-05	0	0	0	5.12E-05	0	0	0	0	0.000117121	0	0.000690745	0	2.14E-05	0	0.000103085	3.81E-05	0	0	8.66E-05	0	0	3.64E-05	5.86E-05	0.000112671	0	0	0	0.000104093	0	7.99E-05	7.95E-05	0.000111165	0	0
d__Bacteria;p__Firmicutes;c__Thermacetogenia	5.52E-05	1.58E-05	5.64E-05	9.33E-05	6.63E-05	0	3.95E-05	0.000201005	1.68E-05	0.000467369	0.000292052	0.000270282	0.000366534	0.000193417	0.000602447	0.002482766	9.32E-05	0.00017294	0.000345961	7.46E-05	5.47E-05	0.028238811	0.051928565	0.02348046	0.019327406	0.002449326	0.002420239	0.000167293	0	0	0.000135501	0	0	0	0.000475941	0	0	0.000462647	0.000378931	0	0	0	0	0.000210959	0	0	0	0	0	0	5.66E-05	0	0	0	0	0	0.000107638	0.002650501	0.00014529	0	0.000392495	0.000223356	0.000140865	0.000285197	0	0.000192066	0	0	0.000465875	0.000637611	0.001016966	0.006221937	0.000220635	0.000176717	0.000133212	0	0.000170308	0.00122518	0.001012493	0	0.000407311	0.000175742	0.000144862	0.000147606	0.000168884	9.59E-05	0.000147466	0.000142021	0.000593424	0.000476745	0.000778158	0	0.000361383
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata	0.007327979	0.009990673	0.016656794	0.012598488	0.01248632	0.013300591	0.006579986	0.000588658	0.000185098	0.0044046	0.002862108	0.00039831	0.000420835	0.000562667	0.009561913	0.002649209	0.000359391	0.00070748	0.000159674	0.003102903	0.004065041	0.003067726	0.01710856	0.003230807	0.001626168	0.000486725	0.000307544	0.000244505	0.023146646	0.021313818	0.020108401	0.022371486	0.001214017	0.001783969	0.008471753	0.031121652	0.0433781	0.033408006	0.025615764	0.004943333	0.034320097	0.043087148	0.022635675	0.037814461	0.004229117	0.025841409	0.008233809	0.021075423	0.025478333	0.025453214	0.041702031	0.006297419	0.043591816	0.003800389	0.038972409	0.063654382	0	0.00212565	0	0	0.000811157	0.0008247	0.000845189	0	7.69E-05	0.000192066	0.000228545	0.000184048	0.00065646	0.002816116	0.001694944	0.01010263	0.001553637	0.001988072	0.002036234	0	0.001549807	0.000399515	0.000264806	0.001502484	0.000705521	0.003236578	0.001134754	0.000738029	0.002273436	0.000786759	0.001474658	0.000517957	0.000194004	0.000423774	0.000311263	0.002188593	0
d__Bacteria;p__NB1-j;c__	0.000372609	0.000442625	0.000451327	0.000106654	1.66E-05	1.33E-05	0	8.61E-05	0.001194723	0	1.46E-05	0	0	0	0	0	5.32E-05	0	0	0	0	1.57E-05	0	0	0	0	0	0	0.000129794	0	0	0	0	0	0	5.78E-05	0	0	0	0.000409935	0	0	0	0	0	0	0	0	0	0	0.000113167	0.000334969	0.0008395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000351364	0.000105881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000616248	0	0	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia	9.66E-05	6.32E-05	2.82E-05	5.33E-05	1.66E-05	1.33E-05	0	4.31E-05	0	0	7.30E-05	7.11E-05	0	0	0	1.39E-05	2.66E-05	0	0	0	0	1.57E-05	4.02E-05	0	2.67E-05	0	1.34E-05	0	0	8.75E-05	0	0	0	0	0	0	0	0	0	0	0.000160647	0	0	0	0	0	0	0	0	0	0	0.000452208	0	0	0	0	0	0	4.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35E-05	0	0	0	0	0.000113196	5.71E-05	0	7.27E-05	7.32E-05	0	0	0	6.72E-05	0	0	0	0	0	0	0
d__Archaea;p__Micrarchaeota;c__Micrarchaeia	9.66E-05	0.000189696	4.23E-05	0.000146649	1.66E-05	9.29E-05	0	0.000244078	0.000168271	0.00036823	0.000379667	0	0.000176479	7.03E-05	4.63E-05	0.000110962	3.99E-05	0.00026727	0.000212899	0.000760808	0.000930716	0.000283175	0.000267949	0.000669005	0.000199939	0.000125606	0.000695317	0.001068101	0	0	0.000379404	0	0	0	0	0	0	0.000292198	0	0	0.000277482	0	0	0.000316439	0	0	0	0	0	0	0	0	0	0.00015835	7.50E-05	0.000172349	6.46E-05	0	0	0	0	0	0.000576266	0	0	0	0	0	0	0.000265671	0	0.0003421	3.68E-05	0.000323982	0.000323514	0	0.00100482	0	1.04E-05	0	0	0.000175742	0.000104623	0	6.50E-05	0	0	0.000233916	0	0.000132429	0.00057806	0	0.000234899
d__Bacteria;__;__	0.008790814	0.009769361	0.015598996	0.016144729	0.017892084	0.006663569	0.005671948	0.000473798	0.000185098	0.001614548	0.000817745	0.000312958	0.000855246	0.001019834	0.001714656	0.001608944	0.000252905	0.000974751	0.000425798	0.003699615	0.003668117	0.000361834	0.000241154	0.000979032	0.000453194	0.000455323	0.001898751	0.00097802	0.000778766	0.004344403	0.001761518	0.002464655	0.000267495	0.001515152	0.003807529	0.000404929	0.001396922	0.000998344	0.002147278	0.001880878	0.001577264	0.00141332	0.000785785	5.27E-05	0.000460163	0.000520996	0.00121008	0.001231552	0.000510745	0.00032961	5.66E-05	0.000502454	0.001865556	0.000859612	0.00040023	0.002010743	0.001270128	0.000209941	0.000548874	0.000574937	0.001412984	0.001718124	0.005199196	0.002499664	0.001014557	0.001082553	0.002628271	0.000368096	0.001588209	0.002723131	0.001694944	0.00087663	0.00170992	0.002061704	0.001046662	0.00123793	0.004019279	0.001917673	0.002087292	0.002568763	0.001796533	0.002035676	0.001706155	0.002000059	0.000948348	0.00180379	0.001873683	0.000877186	0.000935785	0.000370802	0.001467384	0.001548029	0.00104801
d__Bacteria;p__TA06;c__	0.001587039	0.001675651	0.001269358	0.00322628	0.00300136	0.001393774	0.001895036	0	0	0	0	2.85E-05	0.000760219	0.001617668	0	0	0	0.000251549	0.000958046	0.002342095	0.001286579	3.15E-05	6.70E-05	0.001125887	0.001692814	0.001884097	0.002741155	0.003178566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183698	0	0	0	0.000240537	0.004085082	0	0	0	0	0	0	0	0.000186444	0.001229421	0	0	0.003615742	0	0.0052455	0	0	0.000169635	0	0.000175742	0	0	0.000129911	0	0.000104093	0	0	0.000344316	0	0	0
d__Bacteria;p__Patescibacteria;c__Saccharimonadia	0.000496812	0.001011714	0.000183352	0.000253303	0.000165821	0.000106192	7.90E-05	0.001521895	0.000471158	0.000240766	0.000686322	0	0	0	0	1.39E-05	0.000705472	3.14E-05	1.33E-05	0	1.37E-05	0.000534886	0.00010718	6.53E-05	0	0	1.34E-05	0	0.000389383	5.83E-05	0.000108401	0	0.001275746	0.000806452	0	0	0.000245074	0	0	0.001181577	0.000715611	0.003132222	0.000988568	0.000342809	0.001533877	0.000442847	0.000578734	0.000218501	7.86E-05	0.000421168	0.000452668	0	6.22E-05	0.001040583	0.000450259	0.000315974	0.000731938	5.25E-05	0.000468157	0.001170407	0.000654159	0	0.000192089	0.000419407	0.004258066	0.003928621	0.006484973	0.005923001	0.003917583	0.00078373	0.00089832	0.0003421	0.00056078	0.001561004	0	0.000495172	0.000153278	0.000539346	0.000519227	0.000290803	0.001636518	0.000380774	0.005480621	0.002413355	0.001182187	0.005612857	0.00128382	0.003182931	0.002076985	0.003760992	0.00366846	0.002375424	0.003523481
d__Bacteria;p__Desulfobacterota;c__Desulfobacteria	0.019003064	0.017404638	0.027319399	0.014398272	0.013796306	0.006437911	0.005224509	0	3.37E-05	0	0	0	0	0	1.54E-05	4.16E-05	1.33E-05	0	1.33E-05	0.000238685	5.47E-05	1.57E-05	4.02E-05	4.90E-05	8.00E-05	0	2.67E-05	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292081	0.001447067	0	0	0	0	0	0	0	0	0	0	0	9.52E-05	0	0.001549807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Sva0485;c__	0.003215478	0.003793927	0.017108121	0.05183378	0.052847146	0.056534147	0.041822393	0.00034458	0.000269233	0.007619533	0.01003198	0.019730572	0.01554376	0.016739344	0.008696861	0.009057242	0.000119797	0.027874729	0.021462882	0.016752693	0.016752895	0.000141587	0.000375129	0.011650485	0.015155352	0.021353095	0.027063889	0.021130386	0	0.002536665	0.003062331	0.00400845	0	0	0.003283994	0.005842541	0.001176355	0.013002825	0.011746874	0	0.000452733	0	0	0.003006171	0	0	0	0.00266174	0.001591168	0	0.001556046	0	0.001165972	0	0.000550316	0.002240542	0	0.000314911	0	0	0.004212785	0.007336392	0.027302181	0.000201315	0	0	0	0	0	0.000704029	0.000271191	0.000406243	0.001011243	0.000589058	0.025291162	0	0.024762846	0.000359564	0.000462112	0.017133164	0.000116375	0.020429982	0	0.000287831	0.01014602	0	0.004953115	0	0.000844489	0.005323657	0.001378452	0	0.001499738
d__Bacteria;p__Patescibacteria;c__Microgenomatia	0.001794044	0.001928579	0.002552819	0.001746457	0.00165821	0.001008827	0.000855398	0	0	0	0	0	0	0	0	0	0	0	0	0.000223767	0.000150557	3.15E-05	8.04E-05	4.90E-05	0	1.57E-05	8.02E-05	0.000167293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155463	0	0	0	0	0	0	0	0	6.87E-05	0.000140865	0	0	0	0	0	0	0	0	0.000310028	0	0	0	0	0.000187339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Planctomycetota;c__vadinHA49	5.52E-05	0.000173888	0.000267976	0.000439947	0.000447717	6.64E-05	9.21E-05	0	0	0.000113302	0	0	0	0	9.27E-05	0	0	1.57E-05	1.33E-05	0.00013426	0.000246366	4.72E-05	1.34E-05	6.53E-05	0	1.57E-05	5.35E-05	6.43E-05	0.00045428	8.75E-05	0.000216802	0	0.000370378	0.000953079	0	5.78E-05	0	0	0	0.000602845	0	0.000401077	0	0	0.000372513	0.000312598	0	0	0	0	5.66E-05	0.000117239	0.000108824	0	0	0.000258524	0	0	0.000266365	0	0.000313996	0	0.001946497	0	0.000830092	0	0	6.69E-05	0	5.31E-05	0	0	8.27E-05	0	0	0	0	4.00E-05	1.56E-05	0	5.82E-05	0.000366129	0.000144862	0	7.79E-05	0.00012473	0	0.000167083	0.000251064	0	0.000311263	0.000240211	0
